vb,uii,hei_name,form,discipline,,deg_title1,prog_name1,major_title1,major_name1,deg_title2,prog_name2,major_title2,major_name2,ladderized,straight,eteeap,coe-cod,prog_level,authority_category,authority_serial,prog_status_yr,thesis,prog_status,prog_cal_mode,prog_length,prog_labunits,prog_lectureunits,prog_totalunits,prog_credit,tuition_unit,prog_fee,EFM,EFF,E1M,E1F,1Total,E2M,E2F,Enroll_total,E3M,E3F,Enroll_total,E4M,E4F,Enroll_total,E5M,E5F,Enroll_total,E6M,E6F,Enroll_total,E7M,E7F,Enroll_total,EM,EF,Enroll_total,units_lec,units_lab,units_total,GM,GF,Enroll_total,updater,date_updated,remarks
2025-26,09048,Jose Rizal Memorial State University - Main,BC,ENGINEERING AND TECH,Bachelor of Science in Electronics Engineering  ,Bachelor of Science in,Electronics Engineering,,,,,,,,,,,50,BR,66,,1,1,1,4,30,169,199,,113.07,,33,18,1,0,52,11,5,16,16,5,21,21,7,28,,,0,,,0,,,0,82,35,117,"2,425",321,"2,746",27,2,29,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Elementary Education  ,Bachelor of,Elementary Education,,,,,,,,,,,50,BR,110,,1,1,1,4,0,0,0,,120.48,,1,19,1,2,23,6,24,30,8,23,31,3,29,32,,,0,,,0,,,0,19,97,116,"2,460",0,"2,460",13,54,67,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,IT-RELATED DISCIPLINES,Bachelor of Science in Information Technology  ,Bachelor of Science in,Information Technology,,,,,,,,,,,50,BR,92,,1,1,1,4,24,131,155,,145.16,,60,37,2,0,99,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,62,37,99,"2,070",198,"2,268",0,0,0,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor in Public Administration  ,Bachelor in,Public Administration,,,,,,,,,,,50,BR,92,,1,1,1,4,0,143,143,,,,17,29,1,0,47,,,0,,,0,,,0,,,0,,,0,,,0,18,29,47,"1,057",0,"1,057",0,0,0,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Culture and Arts Education  ,Bachelor of,Culture and Arts Education,,,,,,,,,,,50,BR,110,,1,1,1,4,0,0,0,,114.28,,3,6,1,3,13,7,7,14,4,5,9,4,6,10,,,0,,,0,,,0,19,27,46,"1,117",0,"1,117",8,6,14,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Early Childhood Education  ,Bachelor of,Early Childhood Education,,,,,,,,,,,50,BR,110,,1,1,1,4,0,0,0,,118.34,,0,12,0,0,12,0,11,11,0,5,5,4,12,16,,,0,,,0,,,0,4,40,44,985,0,985,0,0,0,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,IT-RELATED DISCIPLINES,Master of Science in Information Technology  ,Master of Science in,Information Technology,,,,,,,,,,,80,BR,33,,1,1,1,2,0,45,45,,500,35620,,,21,6,27,12,4,16,,,0,,,0,,,0,,,0,,,0,33,10,43,291,0,291,6,0,6,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Vocational Education  ,Master of Arts in,Vocational Education,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,,,10,12,22,7,6,13,,,0,,,0,,,0,,,0,,,0,17,18,35,228,0,228,2,13,15,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,HUMANITIES,Master of Arts in English Language Studies  ,Master of Arts in,English Language Studies,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,4,5,4,9,22,3,9,12,,,0,,,0,,,0,,,0,,,0,11,23,34,219,0,219,2,2,4,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Physical Education  ,Master of Arts in,Physical Education,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,,,5,9,14,2,7,9,,,0,,,0,,,0,,,0,,,0,7,16,23,192,0,192,2,0,2,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,MATHEMATICS,Master of Arts in Mathematics  ,Master of Arts in,Mathematics,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,,,2,8,10,3,7,10,,,0,,,0,,,0,,,0,,,0,5,15,20,99,0,99,3,1,4,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,SOCIAL AND BEHAVIORAL SCIENCES,Master of Arts in Social Science  ,Master of Arts in,Social Science,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,0,2,4,8,14,3,1,4,,,0,,,0,,,0,,,0,,,0,7,11,18,162,0,162,2,1,3,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Doctor of Education in Educational Management  ,Doctor of Education in,Educational Management,,,,,,,,,,,90,BR,33,,1,1,1,2,0,60,60,,700,63180,0,1,4,6,11,2,2,4,,,0,,,0,,,0,,,0,,,0,6,9,15,135,0,135,4,3,7,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,BUSINESS ADMINISTRATION AND RELATED,Master of Business Administration  ,Master of,Business Administration,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,1,3,1,6,11,4,0,4,,,0,,,0,,,0,,,0,,,0,6,9,15,111,0,111,1,4,5,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,BUSINESS ADMINISTRATION AND RELATED,Master of Public Administration  ,Master of,Public Administration,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,1,4,2,4,11,2,0,2,,,0,,,0,,,0,,,0,,,0,5,8,13,105,0,105,1,0,1,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,NATURAL SCIENCE,Master of Arts in General Science  ,Master of Arts in,General Science,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,,,2,5,7,2,2,4,,,0,,,0,,,0,,,0,,,0,4,7,11,78,0,78,1,1,2,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,MEDICAL AND ALLIED,Master of Arts in Nursing  ,Master of Arts in,Nursing,,,,,,,,,,,80,BR,11,,1,1,1,2,0,42,42,,500,34120,,,0,0,0,3,4,7,,,0,,,0,,,0,,,0,,,0,3,4,7,21,0,21,1,4,5,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,"AGRICULTURE, FORESTRY, FISHERIES",Master of Science in Biology  ,Master of Science in,Biology,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,0,3,1,2,6,0,0,0,,,0,,,0,,,0,,,0,,,0,1,5,6,50,0,50,0,0,0,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,NATURAL SCIENCE,Master of Arts in Biology  ,Master of Arts in,Biology,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,,,1,0,1,1,3,4,,,0,,,0,,,0,,,0,,,0,2,3,5,21,0,21,1,2,3,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09048,Jose Rizal Memorial State University - Main,BC,HUMANITIES,Master of Arts in Filipino  ,Master of Arts in,Filipino,,,,,,,,,,,80,BR,33,,1,1,1,2,0,36,36,,500,31120,,,1,2,3,0,2,2,,,0,,,0,,,0,,,0,,,0,1,4,5,30,0,30,0,7,7,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Science in Industrial Technology Major in Architectural Drafting Technology,Bachelor of Science in,Industrial Technology,Major in,Architectural Drafting Technology,,,,,,,,,50,BR,5,,1,1,1,4,46,111,157,,123.46,23020,0,0,0,0,0,0,0,0,8,25,33,22,13,35,,,0,,,0,,,0,30,38,68,634,456,"1,090",6,10,16,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Associate in Industrial Technology Major in Architectural Drafting Technology,Associate in,Industrial Technology,Major in,Architectural Drafting Technology,,,,,,,,,40,,,,1,1,1,4,49,107,156,,128.21,5810,14,23,0,4,41,9,16,25,,,0,,,0,,,0,,,0,,,0,23,43,66,"1,062",428,"1,490",13,30,43,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Industrial Technology Major in Architectural Drafting Technology,Bachelor of,Industrial Technology,Major in,Architectural Drafting Technology,,,,,,,,,50,,,,1,1,1,4,49,101,150,,128.21,12060,27,21,1,0,49,4,8,12,0,0,0,0,0,0,,,0,,,0,,,0,32,29,61,"1,059",393,"1,452",0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Associate in Industrial Technology Major in Automotive Technology,Associate in,Industrial Technology,Major in,Automotive Technology,,,,,,,,,40,,,,1,1,1,4,40,121,161,,128.21,6280,48,1,1,0,50,41,2,43,,,0,,,0,,,0,,,0,,,0,90,3,93,"1,802",351,"2,153",60,0,60,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Science in Industrial Technology Major in Automotive Technology,Bachelor of Science in,Industrial Technology,Major in,Automotive Technology,,,,,,,,,50,BR,5,,1,1,1,4,52,115,167,,109.89,22720,0,0,0,0,0,0,0,0,47,0,47,44,0,44,,,0,,,0,,,0,91,0,91,986,656,"1,642",16,0,16,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Industrial Technology Major in Automotive Technology,Bachelor of,Industrial Technology,Major in,Automotive Technology,,,,,,,,,50,,,,1,1,1,4,34,115,149,,129.03,11785,51,0,0,0,51,34,1,35,0,0,0,0,0,0,,,0,,,0,,,0,85,1,86,"1,742",324,"2,066",0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Industrial Technology Major in Culinary,Bachelor of,Industrial Technology,Major in,Culinary,,,,,,,,,50,,,,1,1,1,4,39,113,152,,126.58,11760,19,28,1,0,48,5,30,35,0,0,0,0,0,0,,,0,,,0,,,0,25,58,83,"1,632",402,"2,034",0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Associate in Industrial Technology Major in Culinary,Associate in,Industrial Technology,Major in,Culinary,,,,,,,,,40,,,,1,1,1,4,39,119,158,,126.58,6280,4,0,1,0,5,0,1,1,,,0,,,0,,,0,,,0,,,0,5,1,6,"3,586",893,"4,479",0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Science in Industrial Technology Major in Electrical Technology,Bachelor of Science in,Industrial Technology,Major in,Electrical Technology,,,,,,,,,50,BR,5,,1,1,1,4,49,116,165,,117.76,23020,0,0,0,0,0,0,0,0,82,10,92,42,4,46,,,0,,,0,,,0,124,14,138,"1,935",779,"2,714",31,2,33,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Industrial Technology Major in Electrical Technology,Bachelor of,Industrial Technology,Major in,Electrical Technology,,,,,,,,,50,,,,1,1,1,4,40,107,147,,130.72,11460,73,6,7,1,87,34,6,40,0,0,0,0,0,0,,,0,,,0,,,0,114,13,127,"2,213",766,"2,979",0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Associate in Industrial Technology Major in Electrical Technology,Associate in,Industrial Technology,Major in,Electrical Technology,,,,,,,,,40,,,,1,1,1,4,41,112,153,,130.72,6110,42,3,2,2,49,25,3,28,,,0,,,0,,,0,,,0,,,0,69,8,77,"1,396",442,"1,838",98,11,109,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Associate in Industrial Technology Major in Electronics Technology,Associate in,Industrial Technology,Major in,Electronics Technology,,,,,,,,,40,,,,1,1,1,4,34,117,151,,132.45,6410,13,14,12,2,41,20,4,24,,,0,,,0,,,0,,,0,,,0,45,20,65,984,267,"1,251",10,4,14,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Industrial Technology Major in Electronics Technology,Bachelor of,Industrial Technology,Major in,Electronics Technology,,,,,,,,,50,,,,1,1,1,4,34,111,145,,132.45,12060,26,5,1,1,33,12,6,18,0,0,0,0,0,0,,,0,,,0,,,0,39,12,51,905,234,"1,139",0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Science in Industrial Technology Major in Electronics Technology,Bachelor of Science in,Industrial Technology,Major in,Electronics Technology,,,,,,,,,50,BR,5,,1,1,1,4,82,93,175,,117.76,22720,0,0,0,0,0,0,0,0,10,1,11,7,4,11,,,0,,,0,,,0,17,5,22,223,155,378,2,1,3,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in English,Bachelor of,Secondary Education,Major in,English,,,,,,,,,50,BR,52,,1,1,1,4,0,170,170,,113.64,22420,11,38,0,0,49,10,46,56,12,45,57,5,34,39,,,0,,,0,,,0,38,163,201,"4,726",0,"4,726",14,100,114,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Filipino,Bachelor of,Secondary Education,Major in,Filipino,,,,,,,,,50,BR,52,,1,1,1,4,0,170,170,,113.64,22420,4,18,0,4,26,2,12,14,1,11,12,1,11,12,,,0,,,0,,,0,8,56,64,"1,448",0,"1,448",6,38,44,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Financial Management,Bachelor of Science in,Business Administration,Major in,Financial Management,,,,,,,,,50,BR,66,,1,1,1,4,0,128,128,,149.25,22420,26,116,2,4,148,13,43,56,7,42,49,8,41,49,,,0,,,0,,,0,56,246,302,"5,638",0,"5,638",14,94,108,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Associate in Industrial Technology Major in Food and Beverage Preparation and Service Management,Associate in,Industrial Technology,Major in,Food and Beverage Preparation and Service Management,,,,,,,,,40,BR,5,,3,1,1,2,21,69,90,,104.17,11260,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,25,78,103,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Science in Industrial Technology Major in Food Technology,Bachelor of Science in,Industrial Technology,Major in,Food Technology,,,,,,,,,50,BR,5,,1,1,1,4,49,106,155,,125,23020,0,0,0,0,0,0,0,0,19,65,84,11,62,73,,,0,,,0,,,0,30,127,157,"1,497","1,050","2,547",1,9,10,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL","Associate in Industrial Technology Major in Heating, Ventilating, Air Conditioning and Refrigeration Technology",Associate in,Industrial Technology,Major in,"Heating, Ventilating, Air Conditioning and Refrigeration Technology",,,,,,,,,40,,,,1,1,1,4,43,110,153,,130.72,5480,24,72,2,3,101,16,66,82,,,0,,,0,,,0,,,0,,,0,42,141,183,110,27,137,26,4,30,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL","Bachelor of Science in Industrial Technology Major in Heating, Ventilating, Air Conditioning and Refrigeration Technology",Bachelor of Science in,Industrial Technology,Major in,"Heating, Ventilating, Air Conditioning and Refrigeration Technology",,,,,,,,,50,BR,5,,1,1,1,4,45,116,161,,120.48,22890,0,0,0,0,0,0,0,0,18,4,22,2,0,2,,,0,,,0,,,0,20,4,24,422,128,550,0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL","Bachelor of Industrial Technology Major in Heating, Ventilating, Air Conditioning and Refrigeration Technology",Bachelor of,Industrial Technology,Major in,"Heating, Ventilating, Air Conditioning and Refrigeration Technology",,,,,,,,,50,,,,1,1,1,4,42,105,147,,130.72,11460,4,1,1,0,6,0,1,1,0,0,0,0,0,0,,,0,,,0,,,0,5,2,7,142,31,173,0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Human Resource Management,Bachelor of Science in,Business Administration,Major in,Human Resource Management,,,,,,,,,50,BR,66,,1,1,1,4,0,134,134,,142.86,22420,23,68,2,3,96,5,50,55,11,35,46,7,26,33,,,0,,,0,,,0,48,182,230,"4,952",0,"4,952",3,36,39,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Marketing Management,Bachelor of Science in,Business Administration,Major in,Marketing Management,,,,,,,,,50,BR,66,,1,1,1,4,0,128,128,,149.25,22420,40,104,0,0,144,23,57,80,16,37,53,8,27,35,,,0,,,0,,,0,87,225,312,"6,304",0,"6,304",16,42,58,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Mathematics,Bachelor of,Secondary Education,Major in,Mathematics,,,,,,,,,50,BR,52,,1,1,1,4,0,163,163,,118.34,22420,9,10,2,1,22,8,6,14,4,9,13,1,11,12,,,0,,,0,,,0,24,37,61,"1,378",0,"1,378",5,7,12,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Associate in Industrial Technology Major in Mechanical Technology,Associate in,Industrial Technology,Major in,Mechanical Technology,,,,,,,,,40,,,,1,1,1,4,44,110,154,,129.87,6110,38,3,8,1,50,15,1,16,,,0,,,0,,,0,,,0,,,0,61,5,66,"1,060",371,"1,431",34,12,46,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Science in Industrial Technology Major in Mechanical Technology,Bachelor of Science in,Industrial Technology,Major in,Mechanical Technology,,,,,,,,,50,BR,5,,1,1,1,4,51,110,161,,120.48,22720,0,0,0,0,0,0,0,0,29,12,41,16,8,24,,,0,,,0,,,0,45,20,65,838,369,"1,207",10,0,10,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,"TRADE, CRAFT AND INDUSTRIAL",Bachelor of Industrial Technology Major in Mechanical Technology,Bachelor of,Industrial Technology,Major in,Mechanical Technology,,,,,,,,,50,,,,1,1,1,4,44,104,148,,129.87,11460,41,3,2,0,46,12,3,15,0,0,0,0,0,0,,,0,,,0,,,0,55,6,61,"1,100",376,"1,476",0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Science,Bachelor of,Secondary Education,Major in,Science,,,,,,,,,50,BR,52,,1,1,1,4,12,168,180,,107.53,22495,5,24,1,3,33,7,12,19,8,20,28,2,4,6,,,0,,,0,,,0,23,63,86,"1,986",171,"2,157",4,16,20,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,LAW AND JURISPRUDENCE,Bachelor of Science in Criminology  ,Bachelor of Science in,Criminology,,,,,,,,,,,50,BR,5,,1,1,1,4,27,155,182,,106.88,24080,114,50,4,2,170,84,32,116,113,40,153,67,40,107,,,0,,,0,,,0,382,164,546,"13,018",489,"13,507",97,88,185,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Hospitality Management  ,Bachelor of Science in,Hospitality Management,,,,,,,,,,,50,BR,66,,1,1,1,4,21,118,139,,172.41,22420,49,102,2,1,154,43,83,126,39,71,110,31,78,109,,,0,,,0,,,0,164,335,499,"9,088","1,165","10,253",51,75,126,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Tourism Management  ,Bachelor of Science in,Tourism Management,,,,,,,,,,,50,BR,66,,1,1,1,4,14,122,136,,176.06,22720,22,112,3,4,141,12,76,88,23,79,102,15,73,88,,,0,,,0,,,0,75,344,419,"7,420",597,"8,017",18,86,104,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Arts in Political Science  ,Bachelor of Arts in,Political Science,,,,,,,,,,,50,BR,66,,1,1,1,4,0,107,107,,176.99,22420,32,65,2,0,99,14,31,45,28,63,91,25,41,66,,,0,,,0,,,0,101,200,301,"4,729",0,"4,729",5,24,29,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,HUMANITIES,Bachelor of Arts in Journalism  ,Bachelor of Arts in,Journalism,,,,,,,,,,,50,BR,66,,1,1,1,4,0,143,143,,134.23,22420,7,36,2,3,48,9,27,36,15,50,65,11,30,41,,,0,,,0,,,0,44,146,190,"3,724",0,"3,724",6,9,15,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,MEDICAL AND ALLIED,Bachelor of Science in Midwifery  ,Bachelor of Science in,Midwifery,,,,,,,,,,,50,BR,123,,1,1,1,4,60,110,170,,113.64,16965,2,38,0,0,40,5,43,48,5,86,91,0,0,0,,,0,,,0,,,0,12,167,179,"3,086",907,"3,993",0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Physical Education  ,Bachelor of,Physical Education,,,,,,,,,,,50,BR,66,,1,1,1,4,0,173,173,,111.73,22420,13,31,0,1,45,8,15,23,19,28,47,3,13,16,,,0,,,0,,,0,43,88,131,"3,104",0,"3,104",15,36,51,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Elementary Education  ,Bachelor of,Elementary Education,,,,,,,,,,,50,BR,52,,1,1,1,4,0,164,164,,117.65,22420,4,23,2,2,31,3,10,13,4,23,27,1,26,27,,,0,,,0,,,0,14,84,98,"2,120",0,"2,120",6,41,47,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Culture and Arts Education  ,Bachelor of,Culture and Arts Education,,,,,,,,,,,50,BR,66,,1,1,1,4,0,182,182,,106.38,22420,8,10,2,5,25,3,3,6,2,8,10,3,1,4,,,0,,,0,,,0,18,27,45,"1,153",0,"1,153",7,7,14,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09053,Jose Rizal Memorial State University-Dipolog,BC,MATHEMATICS,Bachelor of Science in Mathematics  ,Bachelor of Science in,Mathematics,,,,,,,,,,,50,BR,66,,1,1,1,4,0,139,139,,137.93,22420,15,4,0,0,19,1,2,3,1,3,4,4,12,16,,,0,,,0,,,0,21,21,42,803,3,806,0,0,0,Kim Dioven Lusaya,21-Nov-2025,
2025-26,09012,Jose Rizal Memorial State University-Katipunan Campus,BC,"AGRICULTURE, FORESTRY, FISHERIES",Bachelor of Science in Agriculture Major in Animal Science,Bachelor of Science in,Agriculture,Major in,Animal Science,,,,,,,,,50,BR,36,,1,1,1,1,22,135,157,,143.31,50420,0,0,0,0,0,0,0,0,28,18,46,21,19,40,,,0,,,0,,,0,49,37,86,"1,289",307,"1,596",0,0,0,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09012,Jose Rizal Memorial State University-Katipunan Campus,BC,"AGRICULTURE, FORESTRY, FISHERIES",Bachelor of Science in Agriculture Major in Crop Science,Bachelor of Science in,Agriculture,Major in,Crop Science,,,,,,,,,50,BR,36,,1,1,1,1,22,135,157,,143.31,50420,0,0,0,0,0,0,0,0,24,25,49,9,2,11,,,0,,,0,,,0,33,27,60,936,261,"1,197",0,0,0,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09012,Jose Rizal Memorial State University-Katipunan Campus,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Filipino,Bachelor of,Secondary Education,Major in,Filipino,,,,,,,,,50,BR,13,,1,1,1,4,0,169,169,,117.65,44365,0,8,0,8,16,0,5,5,1,13,14,1,4,5,,,0,,,0,,,0,2,38,40,736,0,736,2,22,24,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09012,Jose Rizal Memorial State University-Katipunan Campus,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Human Resource Management,Bachelor of Science in,Business Administration,Major in,Human Resource Management,,,,,,,,,50,BR,8,,1,1,1,4,0,137,137,,145.99,44365,21,79,21,79,200,31,50,81,42,107,149,47,116,163,,,0,,,0,,,0,162,431,593,"9,084",0,"9,084",11,65,76,Kim Dioven Lusaya,02-Dec-2025,
